peak.id	seqnames	start	end	summit	width	strand
peak.8280	chr7	84152258.0	84152391.0	84152325.0	134.0	+
peak.8281	chr7	84614236.0	84614369.0	84614303.0	134.0	+
peak.8282	chr7	84679407.0	84679540.0	84679474.0	134.0	+
peak.8283	chr7	87413411.0	87413544.0	87413478.0	134.0	+
peak.8284	chr7	88357499.0	88357632.0	88357566.0	134.0	+
peak.8285	chr7	89088209.0	89088342.0	89088276.0	134.0	+
peak.8286	chr7	89320097.0	89320230.0	89320164.0	134.0	+
peak.8287	chr7	89403841.0	89403974.0	89403908.0	134.0	+
peak.8288	chr7	89941188.0	89941321.0	89941255.0	134.0	+
peak.8289	chr7	89980992.0	89981125.0	89981059.0	134.0	+
peak.8290	chr7	90476018.0	90476151.0	90476085.0	134.0	+
peak.8291	chr7	90477123.0	90477256.0	90477190.0	134.0	+
peak.8292	chr7	91338033.0	91338166.0	91338100.0	134.0	+
peak.8293	chr7	91468692.0	91468825.0	91468759.0	134.0	+
peak.8294	chr7	91845572.0	91845705.0	91845639.0	134.0	+
peak.8295	chr7	91882248.0	91882381.0	91882315.0	134.0	+
peak.8296	chr7	92135706.0	92135839.0	92135773.0	134.0	+
peak.8297	chr7	92182207.0	92182340.0	92182274.0	134.0	+
peak.8298	chr7	92220881.0	92221014.0	92220948.0	134.0	+
peak.8299	chr7	92561124.0	92561257.0	92561191.0	134.0	+
peak.8300	chr7	92670327.0	92670460.0	92670394.0	134.0	+
peak.8301	chr7	92722948.0	92723081.0	92723015.0	134.0	+
peak.8302	chr7	92741518.0	92741651.0	92741585.0	134.0	+
peak.8303	chr7	92772474.0	92772607.0	92772541.0	134.0	+
peak.8304	chr7	92778070.0	92778203.0	92778137.0	134.0	+
peak.8305	chr7	92807365.0	92807498.0	92807432.0	134.0	+
peak.8306	chr7	92874529.0	92874662.0	92874596.0	134.0	+
peak.8307	chr7	96152899.0	96153032.0	96152966.0	134.0	+
peak.8308	chr7	96214019.0	96214152.0	96214086.0	134.0	+
peak.8309	chr7	96893754.0	96893887.0	96893821.0	134.0	+
peak.8310	chr7	97387069.0	97387202.0	97387136.0	134.0	+
peak.8311	chr7	97480899.0	97481032.0	97480966.0	134.0	+
peak.8312	chr7	97502217.0	97502350.0	97502284.0	134.0	+
peak.8313	chr7	97842890.0	97843023.0	97842957.0	134.0	+
peak.8314	chr7	97864584.0	97864717.0	97864651.0	134.0	+
peak.8315	chr7	98111472.0	98111605.0	98111539.0	134.0	+
peak.8316	chr7	98656729.0	98656862.0	98656796.0	134.0	+
peak.8317	chr7	98680597.0	98680730.0	98680664.0	134.0	+
peak.8318	chr7	98711904.0	98712037.0	98711971.0	134.0	+
peak.8319	chr7	98937725.0	98937858.0	98937792.0	134.0	+
peak.8320	chr7	98959015.0	98959148.0	98959082.0	134.0	+
peak.8321	chr7	98974646.0	98974779.0	98974713.0	134.0	+
peak.8322	chr7	99053879.0	99054012.0	99053946.0	134.0	+
peak.8323	chr7	99141339.0	99141472.0	99141406.0	134.0	+
peak.8324	chr7	99279772.0	99279905.0	99279839.0	134.0	+
peak.8325	chr7	99366207.0	99366340.0	99366274.0	134.0	+
peak.8326	chr7	99429898.0	99430031.0	99429965.0	134.0	+
peak.8327	chr7	99449309.0	99449442.0	99449376.0	134.0	+
peak.8328	chr7	99562356.0	99562489.0	99562423.0	134.0	+
peak.8329	chr7	99650420.0	99650553.0	99650487.0	134.0	+
peak.8330	chr7	99838364.0	99838497.0	99838431.0	134.0	+
peak.8331	chr7	99876452.0	99876585.0	99876519.0	134.0	+
peak.8332	chr7	99904411.0	99904544.0	99904478.0	134.0	+
peak.8333	chr7	100113993.0	100114126.0	100114060.0	134.0	+
peak.8334	chr7	100243252.0	100243385.0	100243319.0	134.0	+
peak.8335	chr7	100371981.0	100372114.0	100372048.0	134.0	+
peak.8336	chr7	100662378.0	100662511.0	100662445.0	134.0	+
peak.8337	chr7	100663294.0	100663427.0	100663361.0	134.0	+
peak.8338	chr7	100664328.0	100664461.0	100664395.0	134.0	+
peak.8339	chr7	101104932.0	101105065.0	101104999.0	134.0	+
peak.8340	chr7	101302178.0	101302311.0	101302245.0	134.0	+
peak.8341	chr7	101310719.0	101310852.0	101310786.0	134.0	+
peak.8342	chr7	101341772.0	101341905.0	101341839.0	134.0	+
peak.8343	chr7	101412925.0	101413058.0	101412992.0	134.0	+
peak.8344	chr7	101427218.0	101427351.0	101427285.0	134.0	+
peak.8345	chr7	101663595.0	101663728.0	101663662.0	134.0	+
peak.8346	chr7	101690612.0	101690745.0	101690679.0	134.0	+
peak.8347	chr7	101896625.0	101896758.0	101896692.0	134.0	+
peak.8348	chr7	101905725.0	101905858.0	101905792.0	134.0	+
peak.8349	chr7	101936756.0	101936889.0	101936823.0	134.0	+
peak.8350	chr7	102065361.0	102065494.0	102065428.0	134.0	+
peak.8351	chr7	102258260.0	102258393.0	102258327.0	134.0	+
peak.8352	chr7	102346375.0	102346508.0	102346442.0	134.0	+
peak.8353	chr7	102451908.0	102452041.0	102451975.0	134.0	+
peak.8354	chr7	105302674.0	105302807.0	105302741.0	134.0	+
peak.8355	chr7	105400290.0	105400423.0	105400357.0	134.0	+
peak.8356	chr7	105424485.0	105424618.0	105424552.0	134.0	+
peak.8357	chr7	105516840.0	105516973.0	105516907.0	134.0	+
peak.8358	chr7	105554036.0	105554169.0	105554103.0	134.0	+
peak.8359	chr7	105568985.0	105569118.0	105569052.0	134.0	+
peak.8360	chr7	105570173.0	105570306.0	105570240.0	134.0	+
peak.8361	chr7	105634258.0	105634391.0	105634325.0	134.0	+
peak.8362	chr7	105752122.0	105752255.0	105752189.0	134.0	+
peak.8363	chr7	107411506.0	107411639.0	107411573.0	134.0	+
peak.8364	chr7	107412702.0	107412835.0	107412769.0	134.0	+
peak.8365	chr7	107417128.0	107417261.0	107417195.0	134.0	+
peak.8366	chr7	107433801.0	107433934.0	107433868.0	134.0	+
peak.8367	chr7	107462165.0	107462298.0	107462232.0	134.0	+
peak.8368	chr7	107494612.0	107494745.0	107494679.0	134.0	+
peak.8369	chr7	107497870.0	107498003.0	107497937.0	134.0	+
peak.8370	chr7	107510186.0	107510319.0	107510253.0	134.0	+
peak.8371	chr7	107675394.0	107675527.0	107675461.0	134.0	+
peak.8372	chr7	107731032.0	107731165.0	107731099.0	134.0	+
peak.8373	chr7	108946928.0	108947061.0	108946995.0	134.0	+
peak.8374	chr7	108949437.0	108949570.0	108949504.0	134.0	+
peak.8375	chr7	108962094.0	108962227.0	108962161.0	134.0	+
peak.8376	chr7	108980864.0	108980997.0	108980931.0	134.0	+
peak.8377	chr7	109003759.0	109003892.0	109003826.0	134.0	+
peak.8378	chr7	109015177.0	109015310.0	109015244.0	134.0	+
peak.8379	chr7	109039059.0	109039192.0	109039126.0	134.0	+
peak.8380	chr7	109170324.0	109170457.0	109170391.0	134.0	+
peak.8381	chr7	109191321.0	109191454.0	109191388.0	134.0	+
peak.8382	chr7	109196528.0	109196661.0	109196595.0	134.0	+
peak.8383	chr7	109221136.0	109221269.0	109221203.0	134.0	+
peak.8384	chr7	109231954.0	109232087.0	109232021.0	134.0	+
peak.8385	chr7	109244021.0	109244154.0	109244088.0	134.0	+
peak.8386	chr7	109607936.0	109608069.0	109608003.0	134.0	+
peak.8387	chr7	109723405.0	109723538.0	109723472.0	134.0	+
peak.8388	chr7	109820420.0	109820553.0	109820487.0	134.0	+
peak.8389	chr7	109837695.0	109837828.0	109837762.0	134.0	+
peak.8390	chr7	110215039.0	110215172.0	110215106.0	134.0	+
peak.8391	chr7	110746475.0	110746608.0	110746542.0	134.0	+
peak.8392	chr7	110868995.0	110869128.0	110869062.0	134.0	+
peak.8393	chr7	111010326.0	111010459.0	111010393.0	134.0	+
peak.8394	chr7	111028570.0	111028703.0	111028637.0	134.0	+
peak.8395	chr7	111122708.0	111122841.0	111122775.0	134.0	+
peak.8396	chr7	111212342.0	111212475.0	111212409.0	134.0	+
peak.8397	chr7	111242757.0	111242890.0	111242824.0	134.0	+
peak.8398	chr7	111255690.0	111255823.0	111255757.0	134.0	+
peak.8399	chr7	111271077.0	111271210.0	111271144.0	134.0	+
peak.8400	chr7	111968304.0	111968437.0	111968371.0	134.0	+
peak.8401	chr7	112028219.0	112028352.0	112028286.0	134.0	+
peak.8402	chr7	112043904.0	112044037.0	112043971.0	134.0	+
peak.8403	chr7	112051725.0	112051858.0	112051792.0	134.0	+
peak.8404	chr7	112491847.0	112491980.0	112491914.0	134.0	+
peak.8405	chr7	112826603.0	112826736.0	112826670.0	134.0	+
peak.8406	chr7	113043904.0	113044037.0	113043971.0	134.0	+
peak.8407	chr7	113147445.0	113147578.0	113147512.0	134.0	+
peak.8408	chr7	113190502.0	113190635.0	113190569.0	134.0	+
peak.8409	chr7	113207168.0	113207301.0	113207235.0	134.0	+
peak.8410	chr7	113239616.0	113239749.0	113239683.0	134.0	+
peak.8411	chr7	113249333.0	113249466.0	113249400.0	134.0	+
peak.8412	chr7	113256248.0	113256381.0	113256315.0	134.0	+
peak.8413	chr7	113347416.0	113347549.0	113347483.0	134.0	+
peak.8414	chr7	113349295.0	113349428.0	113349362.0	134.0	+
peak.8415	chr7	113366022.0	113366155.0	113366089.0	134.0	+
peak.8416	chr7	113375857.0	113375990.0	113375924.0	134.0	+
peak.8417	chr7	113495920.0	113496053.0	113495987.0	134.0	+
peak.8418	chr7	114210533.0	114210666.0	114210600.0	134.0	+
peak.8419	chr7	114276123.0	114276256.0	114276190.0	134.0	+
peak.8420	chr7	115193564.0	115193697.0	115193631.0	134.0	+
peak.8421	chr7	115620358.0	115620491.0	115620425.0	134.0	+
peak.8422	chr7	116093155.0	116093288.0	116093222.0	134.0	+
peak.8423	chr7	116132388.0	116132521.0	116132455.0	134.0	+
peak.8424	chr7	116295110.0	116295243.0	116295177.0	134.0	+
peak.8425	chr7	116504299.0	116504432.0	116504366.0	134.0	+
peak.8426	chr7	116589164.0	116589297.0	116589231.0	134.0	+
peak.8427	chr7	116704425.0	116704558.0	116704492.0	134.0	+
peak.8428	chr7	116713356.0	116713489.0	116713423.0	134.0	+
peak.8429	chr7	116746989.0	116747122.0	116747056.0	134.0	+
peak.8430	chr7	117445675.0	117445808.0	117445742.0	134.0	+
peak.8431	chr7	117451324.0	117451457.0	117451391.0	134.0	+
peak.8432	chr7	117501839.0	117501972.0	117501906.0	134.0	+
peak.8433	chr7	117553300.0	117553433.0	117553367.0	134.0	+
peak.8434	chr7	117569420.0	117569553.0	117569487.0	134.0	+
peak.8435	chr7	117589418.0	117589551.0	117589485.0	134.0	+
peak.8436	chr7	118026202.0	118026335.0	118026269.0	134.0	+
peak.8437	chr7	118034526.0	118034659.0	118034593.0	134.0	+
peak.8438	chr7	118036552.0	118036685.0	118036619.0	134.0	+
peak.8439	chr7	118143627.0	118143760.0	118143694.0	134.0	+
peak.8440	chr7	118198541.0	118198674.0	118198608.0	134.0	+
peak.8441	chr7	118533309.0	118533442.0	118533376.0	134.0	+
peak.8442	chr7	118712428.0	118712561.0	118712495.0	134.0	+
peak.8443	chr7	118740543.0	118740676.0	118740610.0	134.0	+
peak.8444	chr7	118767787.0	118767920.0	118767854.0	134.0	+
peak.8445	chr7	118843007.0	118843140.0	118843074.0	134.0	+
peak.8446	chr7	119861801.0	119861934.0	119861868.0	134.0	+
peak.8447	chr7	119885565.0	119885698.0	119885632.0	134.0	+
peak.8448	chr7	120735256.0	120735389.0	120735323.0	134.0	+
peak.8449	chr7	120960281.0	120960414.0	120960348.0	134.0	+
peak.8450	chr7	120961707.0	120961840.0	120961774.0	134.0	+
peak.8451	chr7	121074328.0	121074461.0	121074395.0	134.0	+
peak.8452	chr7	121578638.0	121578771.0	121578705.0	134.0	+
peak.8453	chr7	121585885.0	121586018.0	121585952.0	134.0	+
peak.8454	chr7	121743971.0	121744104.0	121744038.0	134.0	+
peak.8455	chr7	121795982.0	121796115.0	121796049.0	134.0	+
peak.8456	chr7	122026860.0	122026993.0	122026927.0	134.0	+
peak.8457	chr7	122155771.0	122155904.0	122155838.0	134.0	+
peak.8458	chr7	123377853.0	123377986.0	123377920.0	134.0	+
peak.8459	chr7	123394074.0	123394207.0	123394141.0	134.0	+
peak.8460	chr7	123437632.0	123437765.0	123437699.0	134.0	+
peak.8461	chr7	123508005.0	123508138.0	123508072.0	134.0	+
peak.8462	chr7	124716283.0	124716416.0	124716350.0	134.0	+
peak.8463	chr7	125444585.0	125444718.0	125444652.0	134.0	+
peak.8464	chr7	125449929.0	125450062.0	125449996.0	134.0	+
peak.8465	chr7	125723434.0	125723567.0	125723501.0	134.0	+
peak.8466	chr7	125829414.0	125829547.0	125829481.0	134.0	+
peak.8467	chr7	125954505.0	125954638.0	125954572.0	134.0	+
peak.8468	chr7	126012721.0	126012854.0	126012788.0	134.0	+
peak.8469	chr7	126054706.0	126054839.0	126054773.0	134.0	+
peak.8470	chr7	126086350.0	126086483.0	126086417.0	134.0	+
peak.8471	chr7	126119532.0	126119665.0	126119599.0	134.0	+
peak.8472	chr7	126213533.0	126213666.0	126213600.0	134.0	+
peak.8473	chr7	126264130.0	126264263.0	126264197.0	134.0	+
peak.8474	chr7	126271916.0	126272049.0	126271983.0	134.0	+
peak.8475	chr7	126357174.0	126357307.0	126357241.0	134.0	+
peak.8476	chr7	126396806.0	126396939.0	126396873.0	134.0	+
peak.8477	chr7	126475379.0	126475512.0	126475446.0	134.0	+
peak.8478	chr7	126487108.0	126487241.0	126487175.0	134.0	+
peak.8479	chr7	126566417.0	126566550.0	126566484.0	134.0	+
peak.8480	chr7	126578686.0	126578819.0	126578753.0	134.0	+
peak.8481	chr7	126581837.0	126581970.0	126581904.0	134.0	+
peak.8482	chr7	126583541.0	126583674.0	126583608.0	134.0	+
peak.8483	chr7	126633664.0	126633797.0	126633731.0	134.0	+
peak.8484	chr7	126664700.0	126664833.0	126664767.0	134.0	+
peak.8485	chr7	126797252.0	126797385.0	126797319.0	134.0	+
peak.8486	chr7	126826083.0	126826216.0	126826150.0	134.0	+
peak.8487	chr7	126827933.0	126828066.0	126828000.0	134.0	+
peak.8488	chr7	126861885.0	126862018.0	126861952.0	134.0	+
peak.8489	chr7	126950487.0	126950620.0	126950554.0	134.0	+
peak.8490	chr7	126976031.0	126976164.0	126976098.0	134.0	+
peak.8491	chr7	126979744.0	126979877.0	126979811.0	134.0	+
peak.8492	chr7	127027454.0	127027587.0	127027521.0	134.0	+
peak.8493	chr7	127042439.0	127042572.0	127042506.0	134.0	+
peak.8494	chr7	127209033.0	127209166.0	127209100.0	134.0	+
peak.8495	chr7	127260794.0	127260927.0	127260861.0	134.0	+
peak.8496	chr7	127449211.0	127449344.0	127449278.0	134.0	+
peak.8497	chr7	127470918.0	127471051.0	127470985.0	134.0	+
peak.8498	chr7	127474805.0	127474938.0	127474872.0	134.0	+
peak.8499	chr7	127478403.0	127478536.0	127478470.0	134.0	+
peak.8500	chr7	127573212.0	127573345.0	127573279.0	134.0	+
peak.8501	chr7	127745535.0	127745668.0	127745602.0	134.0	+
peak.8502	chr7	127750594.0	127750727.0	127750661.0	134.0	+
peak.8503	chr7	127869392.0	127869525.0	127869459.0	134.0	+
peak.8504	chr7	127895664.0	127895797.0	127895731.0	134.0	+
peak.8505	chr7	128137968.0	128138101.0	128138035.0	134.0	+
peak.8506	chr7	128461710.0	128461843.0	128461777.0	134.0	+
peak.8507	chr7	128849511.0	128849644.0	128849578.0	134.0	+
peak.8508	chr7	129611292.0	129611425.0	129611359.0	134.0	+
peak.8509	chr7	129653789.0	129653922.0	129653856.0	134.0	+
peak.8510	chr7	130510627.0	130510760.0	130510694.0	134.0	+
peak.8511	chr7	130652032.0	130652165.0	130652099.0	134.0	+
peak.8512	chr7	130653277.0	130653410.0	130653344.0	134.0	+
peak.8513	chr7	130659876.0	130660009.0	130659943.0	134.0	+
peak.8514	chr7	130662341.0	130662474.0	130662408.0	134.0	+
peak.8515	chr7	130681493.0	130681626.0	130681560.0	134.0	+
peak.8516	chr7	130719785.0	130719918.0	130719852.0	134.0	+
peak.8517	chr7	130888121.0	130888254.0	130888188.0	134.0	+
peak.8518	chr7	130978259.0	130978392.0	130978326.0	134.0	+
peak.8519	chr7	131233673.0	131233806.0	131233740.0	134.0	+
peak.8520	chr7	132088333.0	132088466.0	132088400.0	134.0	+
peak.8521	chr7	132720679.0	132720812.0	132720746.0	134.0	+
peak.8522	chr7	132781964.0	132782097.0	132782031.0	134.0	+
peak.8523	chr7	132786909.0	132787042.0	132786976.0	134.0	+
peak.8524	chr7	132922101.0	132922234.0	132922168.0	134.0	+
peak.8525	chr7	132969535.0	132969668.0	132969602.0	134.0	+
peak.8526	chr7	133011731.0	133011864.0	133011798.0	134.0	+
peak.8527	chr7	133015479.0	133015612.0	133015546.0	134.0	+
peak.8528	chr7	133026541.0	133026674.0	133026608.0	134.0	+
peak.8529	chr7	133435820.0	133435953.0	133435887.0	134.0	+
peak.8530	chr7	133709201.0	133709334.0	133709268.0	134.0	+
peak.8531	chr7	133769148.0	133769281.0	133769215.0	134.0	+
peak.8532	chr7	133780312.0	133780445.0	133780379.0	134.0	+
peak.8533	chr7	133790000.0	133790133.0	133790067.0	134.0	+
peak.8534	chr7	134321238.0	134321371.0	134321305.0	134.0	+
peak.8535	chr7	134875333.0	134875466.0	134875400.0	134.0	+
peak.8536	chr7	135052686.0	135052819.0	135052753.0	134.0	+
peak.8537	chr7	135057165.0	135057298.0	135057232.0	134.0	+
peak.8538	chr7	136008650.0	136008783.0	136008717.0	134.0	+
peak.8539	chr7	136136843.0	136136976.0	136136910.0	134.0	+
peak.8540	chr7	136349846.0	136349979.0	136349913.0	134.0	+
peak.8541	chr7	136491618.0	136491751.0	136491685.0	134.0	+
peak.8542	chr7	136531455.0	136531588.0	136531522.0	134.0	+
peak.8543	chr7	136570796.0	136570929.0	136570863.0	134.0	+
peak.8544	chr7	136577231.0	136577364.0	136577298.0	134.0	+
peak.8545	chr7	137002611.0	137002744.0	137002678.0	134.0	+
peak.8546	chr7	137228777.0	137228910.0	137228844.0	134.0	+
peak.8547	chr7	137316502.0	137316635.0	137316569.0	134.0	+
peak.8548	chr7	137468238.0	137468371.0	137468305.0	134.0	+
peak.8549	chr7	138141135.0	138141268.0	138141202.0	134.0	+
peak.8550	chr7	138197937.0	138198070.0	138198004.0	134.0	+
peak.8551	chr7	139213213.0	139213346.0	139213280.0	134.0	+
peak.8552	chr7	139273362.0	139273495.0	139273429.0	134.0	+
peak.8553	chr7	139277649.0	139277782.0	139277716.0	134.0	+
peak.8554	chr7	139388700.0	139388833.0	139388767.0	134.0	+
peak.8555	chr7	139457530.0	139457663.0	139457597.0	134.0	+
peak.8556	chr7	139498197.0	139498330.0	139498264.0	134.0	+
peak.8557	chr7	139557120.0	139557253.0	139557187.0	134.0	+
peak.8558	chr7	140001694.0	140001827.0	140001761.0	134.0	+
peak.8559	chr7	140059706.0	140059839.0	140059773.0	134.0	+
peak.8560	chr7	140905677.0	140905810.0	140905744.0	134.0	+
peak.8561	chr7	141168302.0	141168435.0	141168369.0	134.0	+
peak.8562	chr7	141172450.0	141172583.0	141172517.0	134.0	+
peak.8563	chr7	141293121.0	141293254.0	141293188.0	134.0	+
peak.8564	chr7	141327985.0	141328118.0	141328052.0	134.0	+
peak.8565	chr7	141377024.0	141377157.0	141377091.0	134.0	+
peak.8566	chr7	141433145.0	141433278.0	141433212.0	134.0	+
peak.8567	chr7	141447251.0	141447384.0	141447318.0	134.0	+
peak.8568	chr7	141597089.0	141597222.0	141597156.0	134.0	+
peak.8569	chr7	141689598.0	141689731.0	141689665.0	134.0	+
peak.8570	chr7	141966500.0	141966633.0	141966567.0	134.0	+
peak.8571	chr7	142088997.0	142089130.0	142089064.0	134.0	+
peak.8572	chr7	142131902.0	142132035.0	142131969.0	134.0	+
peak.8573	chr7	142284702.0	142284835.0	142284769.0	134.0	+
peak.8574	chr7	142372767.0	142372900.0	142372834.0	134.0	+
peak.8575	chr7	142869542.0	142869675.0	142869609.0	134.0	+
peak.8576	chr7	143069233.0	143069366.0	143069300.0	134.0	+
peak.8577	chr7	143280480.0	143280613.0	143280547.0	134.0	+
peak.8578	chr7	143340764.0	143340897.0	143340831.0	134.0	+
peak.8579	chr7	144111388.0	144111521.0	144111455.0	134.0	+
peak.8580	chr7	144628188.0	144628321.0	144628255.0	134.0	+
peak.8582	chr7	144926445.0	144926578.0	144926512.0	134.0	+
peak.8583	chr8	3400633.0	3400766.0	3400700.0	134.0	+
peak.8584	chr8	3413754.0	3413887.0	3413821.0	134.0	+
peak.8585	chr8	3516806.0	3516939.0	3516873.0	134.0	+
peak.8586	chr8	3567609.0	3567742.0	3567676.0	134.0	+
peak.8587	chr8	3609569.0	3609702.0	3609636.0	134.0	+
peak.8588	chr8	3641218.0	3641351.0	3641285.0	134.0	+
peak.8589	chr8	4166170.0	4166303.0	4166237.0	134.0	+
peak.8590	chr8	4267061.0	4267194.0	4267128.0	134.0	+
peak.8591	chr8	4411896.0	4412029.0	4411963.0	134.0	+
peak.8592	chr8	4487461.0	4487594.0	4487528.0	134.0	+
peak.8593	chr8	4512259.0	4512392.0	4512326.0	134.0	+
peak.8594	chr8	4677817.0	4677950.0	4677884.0	134.0	+
peak.8595	chr8	7934520.0	7934653.0	7934587.0	134.0	+
peak.8596	chr8	7989237.0	7989370.0	7989304.0	134.0	+
peak.8597	chr8	9983966.0	9984099.0	9984033.0	134.0	+
peak.8598	chr8	10176417.0	10176550.0	10176484.0	134.0	+
peak.8599	chr8	10300429.0	10300562.0	10300496.0	134.0	+
peak.8600	chr8	10572922.0	10573055.0	10572989.0	134.0	+
peak.8601	chr8	10699702.0	10699835.0	10699769.0	134.0	+
peak.8602	chr8	11809429.0	11809562.0	11809496.0	134.0	+
peak.8603	chr8	12109520.0	12109653.0	12109587.0	134.0	+
peak.8604	chr8	12328043.0	12328176.0	12328110.0	134.0	+
peak.8605	chr8	12339843.0	12339976.0	12339910.0	134.0	+
peak.8606	chr8	12719181.0	12719314.0	12719248.0	134.0	+
peak.8607	chr8	12768385.0	12768518.0	12768452.0	134.0	+
peak.8608	chr8	12902671.0	12902804.0	12902738.0	134.0	+
peak.8609	chr8	12947743.0	12947876.0	12947810.0	134.0	+
peak.8610	chr8	13106440.0	13106573.0	13106507.0	134.0	+
peak.8611	chr8	13117806.0	13117939.0	13117873.0	134.0	+
peak.8612	chr8	13181249.0	13181382.0	13181316.0	134.0	+
peak.8613	chr8	13188284.0	13188417.0	13188351.0	134.0	+
peak.8614	chr8	13226384.0	13226517.0	13226451.0	134.0	+
peak.8615	chr8	13228514.0	13228647.0	13228581.0	134.0	+
peak.8616	chr8	13232865.0	13232998.0	13232932.0	134.0	+
peak.8617	chr8	13293725.0	13293858.0	13293792.0	134.0	+
peak.8618	chr8	13353131.0	13353264.0	13353198.0	134.0	+
peak.8619	chr8	13404781.0	13404914.0	13404848.0	134.0	+
peak.8620	chr8	13406205.0	13406338.0	13406272.0	134.0	+
peak.8621	chr8	13489898.0	13490031.0	13489965.0	134.0	+
peak.8622	chr8	13507020.0	13507153.0	13507087.0	134.0	+
peak.8623	chr8	13514100.0	13514233.0	13514167.0	134.0	+
peak.8624	chr8	13785947.0	13786080.0	13786014.0	134.0	+
peak.8625	chr8	14090318.0	14090451.0	14090385.0	134.0	+
peak.8626	chr8	14888727.0	14888860.0	14888794.0	134.0	+
peak.8627	chr8	15392359.0	15392492.0	15392426.0	134.0	+
peak.8628	chr8	17159332.0	17159465.0	17159399.0	134.0	+
peak.8629	chr8	18671910.0	18672043.0	18671977.0	134.0	+
peak.8630	chr8	18779501.0	18779634.0	18779568.0	134.0	+
peak.8631	chr8	18789058.0	18789191.0	18789125.0	134.0	+
peak.8632	chr8	18814672.0	18814805.0	18814739.0	134.0	+
peak.8633	chr8	18821129.0	18821262.0	18821196.0	134.0	+
peak.8634	chr8	18840974.0	18841107.0	18841041.0	134.0	+
peak.8635	chr8	18856037.0	18856170.0	18856104.0	134.0	+
peak.8636	chr8	18859570.0	18859703.0	18859637.0	134.0	+
peak.8637	chr8	18891051.0	18891184.0	18891118.0	134.0	+
peak.8638	chr8	22040108.0	22040241.0	22040175.0	134.0	+
peak.8639	chr8	22059640.0	22059773.0	22059707.0	134.0	+
peak.8640	chr8	22640186.0	22640319.0	22640253.0	134.0	+
peak.8641	chr8	22730345.0	22730478.0	22730412.0	134.0	+
peak.8642	chr8	22805741.0	22805874.0	22805808.0	134.0	+
peak.8643	chr8	22807545.0	22807678.0	22807612.0	134.0	+
peak.8644	chr8	23246272.0	23246405.0	23246339.0	134.0	+
peak.8645	chr8	24996172.0	24996305.0	24996239.0	134.0	+
peak.8646	chr8	25106157.0	25106290.0	25106224.0	134.0	+
peak.8647	chr8	25135505.0	25135638.0	25135572.0	134.0	+
peak.8648	chr8	25638247.0	25638380.0	25638314.0	134.0	+
peak.8649	chr8	25679243.0	25679376.0	25679310.0	134.0	+
peak.8650	chr8	25748324.0	25748457.0	25748391.0	134.0	+
peak.8651	chr8	25828943.0	25829076.0	25829010.0	134.0	+
peak.8652	chr8	25840810.0	25840943.0	25840877.0	134.0	+
peak.8653	chr8	26012661.0	26012794.0	26012728.0	134.0	+
peak.8654	chr8	26067907.0	26068040.0	26067974.0	134.0	+
peak.8655	chr8	26091563.0	26091696.0	26091630.0	134.0	+
peak.8656	chr8	26098297.0	26098430.0	26098364.0	134.0	+
peak.8657	chr8	26105470.0	26105603.0	26105537.0	134.0	+
peak.8658	chr8	26259297.0	26259430.0	26259364.0	134.0	+
peak.8659	chr8	26260290.0	26260423.0	26260357.0	134.0	+
peak.8660	chr8	26472079.0	26472212.0	26472146.0	134.0	+
peak.8661	chr8	26544782.0	26544915.0	26544849.0	134.0	+
peak.8662	chr8	26627562.0	26627695.0	26627629.0	134.0	+
peak.8663	chr8	26981245.0	26981378.0	26981312.0	134.0	+
peak.8664	chr8	31066102.0	31066235.0	31066169.0	134.0	+
peak.8665	chr8	31111564.0	31111697.0	31111631.0	134.0	+
peak.8666	chr8	31150040.0	31150173.0	31150107.0	134.0	+
peak.8667	chr8	33219709.0	33219842.0	33219776.0	134.0	+
peak.8668	chr8	33220579.0	33220712.0	33220646.0	134.0	+
peak.8669	chr8	33508159.0	33508292.0	33508226.0	134.0	+
peak.8670	chr8	33663260.0	33663393.0	33663327.0	134.0	+
peak.8671	chr8	33740690.0	33740823.0	33740757.0	134.0	+
peak.8672	chr8	34108436.0	34108569.0	34108503.0	134.0	+
peak.8673	chr8	34159304.0	34159437.0	34159371.0	134.0	+
peak.8674	chr8	34250576.0	34250709.0	34250643.0	134.0	+
peak.8675	chr8	34452957.0	34453090.0	34453024.0	134.0	+
peak.8676	chr8	34472689.0	34472822.0	34472756.0	134.0	+
peak.8677	chr8	34892359.0	34892492.0	34892426.0	134.0	+
peak.8678	chr8	34990515.0	34990648.0	34990582.0	134.0	+
peak.8679	chr8	35543024.0	35543157.0	35543091.0	134.0	+
peak.8680	chr8	35587402.0	35587535.0	35587469.0	134.0	+
peak.8681	chr8	35588992.0	35589125.0	35589059.0	134.0	+
peak.8682	chr8	35648778.0	35648911.0	35648845.0	134.0	+
peak.8683	chr8	35836630.0	35836763.0	35836697.0	134.0	+
peak.8684	chr8	36005789.0	36005922.0	36005856.0	134.0	+
peak.8685	chr8	36291077.0	36291210.0	36291144.0	134.0	+
peak.8686	chr8	36305043.0	36305176.0	36305110.0	134.0	+
peak.8687	chr8	36611889.0	36612022.0	36611956.0	134.0	+
peak.8688	chr8	36789771.0	36789904.0	36789838.0	134.0	+
peak.8689	chr8	36793560.0	36793693.0	36793627.0	134.0	+
peak.8690	chr8	36833035.0	36833168.0	36833102.0	134.0	+
peak.8691	chr8	36909354.0	36909487.0	36909421.0	134.0	+
