chip.peak.id	seqnames	cre.start	cre.end	summit	width	start	end	peak.id
peak.8091	chr7	35583567	35583700	35583634	134	35583434	35583834	peak.3728
peak.8092	chr7	35588102	35588235	35588169	134	35587969	35588369	peak.3729
peak.8093	chr7	35608569	35608702	35608636	134	35608436	35608836	peak.3730
peak.8094	chr7	35633306	35633439	35633373	134	35633173	35633573	peak.3731
peak.8095	chr7	35641627	35641760	35641694	134	35641494	35641894	peak.3732
peak.8096	chr7	35704687	35704820	35704754	134	35704554	35704954	peak.3733
peak.8097	chr7	35743395	35743528	35743462	134	35743262	35743662	peak.3734
peak.8098	chr7	35802453	35802586	35802520	134	35802320	35802720	peak.3735
peak.8099	chr7	37383878	37384011	37383945	134	37383745	37384145	peak.3736
peak.8100	chr7	37398616	37398749	37398683	134	37398483	37398883	peak.3737
peak.8101	chr7	37426189	37426322	37426256	134	37426056	37426456	peak.3738
peak.8102	chr7	37464369	37464502	37464436	134	37464236	37464636	peak.3739
peak.8103	chr7	37642649	37642782	37642716	134	37642516	37642916	peak.3740
peak.8104	chr7	37686128	37686261	37686195	134	37685995	37686395	peak.3741
peak.8105	chr7	37773993	37774126	37774060	134	37773860	37774260	peak.3742
peak.8106	chr7	37844114	37844247	37844181	134	37843981	37844381	peak.3743
peak.8107	chr7	37861060	37861193	37861127	134	37860927	37861327	peak.3744
peak.8108	chr7	39570122	39570255	39570189	134	39569989	39570389	peak.3745
peak.8109	chr7	39655349	39655482	39655416	134	39655216	39655616	peak.3746
peak.8110	chr7	40873503	40873636	40873570	134	40873370	40873770	peak.3747
peak.8111	chr7	41499766	41499899	41499833	134	41499633	41500033	peak.3748
peak.8112	chr7	41633327	41633460	41633394	134	41633194	41633594	peak.3749
peak.8113	chr7	43518119	43518252	43518186	134	43517986	43518386	peak.3750
peak.8114	chr7	43579542	43579675	43579609	134	43579409	43579809	peak.3751
peak.8115	chr7	43671860	43671993	43671927	134	43671727	43672127	peak.3752
peak.8116	chr7	44246400	44246533	44246467	134	44246267	44246667	peak.3753
peak.8117	chr7	44304981	44305114	44305048	134	44304848	44305248	peak.3754
peak.8118	chr7	44373903	44374036	44373970	134	44373770	44374170	peak.3755
peak.8119	chr7	44405606	44405739	44405673	134	44405473	44405873	peak.3756
peak.8120	chr7	44467907	44468040	44467974	134	44467774	44468174	peak.3757
peak.8121	chr7	44587026	44587159	44587093	134	44586893	44587293	peak.3758
peak.8122	chr7	44748400	44748533	44748467	134	44748267	44748667	peak.3759
peak.8123	chr7	44767655	44767788	44767722	134	44767522	44767922	peak.3760
peak.8124	chr7	44815772	44815905	44815839	134	44815639	44816039	peak.3761
peak.8125	chr7	44848976	44849109	44849043	134	44848843	44849243	peak.3762
peak.8126	chr7	44868839	44868972	44868906	134	44868706	44869106	peak.3763
peak.8127	chr7	44892717	44892850	44892784	134	44892584	44892984	peak.3764
peak.8128	chr7	44929706	44929839	44929773	134	44929573	44929973	peak.3765
peak.8129	chr7	44986671	44986804	44986738	134	44986538	44986938	peak.3766
peak.8130	chr7	44997590	44997723	44997657	134	44997457	44997857	peak.3767
peak.8131	chr7	45016346	45016479	45016413	134	45016213	45016613	peak.3768
peak.8132	chr7	45062379	45062512	45062446	134	45062246	45062646	peak.3769
peak.8133	chr7	45124369	45124502	45124436	134	45124236	45124636	peak.3770
peak.8134	chr7	45128783	45128916	45128850	134	45128650	45129050	peak.3771
peak.8135	chr7	45150282	45150415	45150349	134	45150149	45150549	peak.3772
peak.8136	chr7	45164640	45164773	45164707	134	45164507	45164907	peak.3773
peak.8137	chr7	45195507	45195640	45195574	134	45195374	45195774	peak.3774
peak.8138	chr7	45202779	45202912	45202846	134	45202646	45203046	peak.3775
peak.8139	chr7	45221281	45221414	45221348	134	45221148	45221548	peak.3776
peak.8140	chr7	45372684	45372817	45372751	134	45372551	45372951	peak.3777
peak.8141	chr7	45395800	45395933	45395867	134	45395667	45396067	peak.3778
peak.8142	chr7	45401623	45401756	45401690	134	45401490	45401890	peak.3779
peak.8143	chr7	45434322	45434455	45434389	134	45434189	45434589	peak.3780
peak.8144	chr7	45565496	45565629	45565563	134	45565363	45565763	peak.3781
peak.8145	chr7	45589158	45589291	45589225	134	45589025	45589425	peak.3782
peak.8146	chr7	45638839	45638972	45638906	134	45638706	45639106	peak.3783
peak.8147	chr7	45643804	45643937	45643871	134	45643671	45644071	peak.3784
peak.8148	chr7	45700879	45701012	45700946	134	45700746	45701146	peak.3785
peak.8149	chr7	45704490	45704623	45704557	134	45704357	45704757	peak.3786
peak.8150	chr7	45707750	45707883	45707817	134	45707617	45708017	peak.3787
peak.8151	chr7	45715334	45715467	45715401	134	45715201	45715601	peak.3788
peak.8152	chr7	45814482	45814615	45814549	134	45814349	45814749	peak.3789
peak.8153	chr7	45815437	45815570	45815504	134	45815304	45815704	peak.3790
peak.8154	chr7	45823408	45823541	45823475	134	45823275	45823675	peak.3791
peak.8155	chr7	45896965	45897098	45897032	134	45896832	45897232	peak.3792
peak.8156	chr7	46110093	46110226	46110160	134	46109960	46110360	peak.3793
peak.8157	chr7	46141080	46141213	46141147	134	46140947	46141347	peak.3794
peak.8158	chr7	46155221	46155354	46155288	134	46155088	46155488	peak.3795
peak.8159	chr7	46606423	46606556	46606490	134	46606290	46606690	peak.3796
peak.8160	chr7	46674310	46674443	46674377	134	46674177	46674577	peak.3797
peak.8161	chr7	46700605	46700738	46700672	134	46700472	46700872	peak.3798
peak.8162	chr7	46785962	46786095	46786029	134	46785829	46786229	peak.3799
peak.8163	chr7	46791820	46791953	46791887	134	46791687	46792087	peak.3800
peak.8164	chr7	46825242	46825375	46825309	134	46825109	46825509	peak.3801
peak.8165	chr7	46827658	46827791	46827725	134	46827525	46827925	peak.3802
peak.8166	chr7	46837130	46837263	46837197	134	46836997	46837397	peak.3803
peak.8167	chr7	46839469	46839602	46839536	134	46839336	46839736	peak.3804
peak.8168	chr7	46904472	46904605	46904539	134	46904339	46904739	peak.3805
peak.8169	chr7	46914443	46914576	46914510	134	46914310	46914710	peak.3806
peak.8170	chr7	46933900	46934033	46933967	134	46933767	46934167	peak.3807
peak.8171	chr7	47002520	47002653	47002587	134	47002387	47002787	peak.3808
peak.8172	chr7	47008361	47008494	47008428	134	47008228	47008628	peak.3809
peak.8173	chr7	47025812	47025945	47025879	134	47025679	47026079	peak.3810
peak.8174	chr7	47074148	47074281	47074215	134	47074015	47074415	peak.3811
peak.8175	chr7	47159614	47159747	47159681	134	47159481	47159881	peak.3812
peak.8176	chr7	49485502	49485635	49485569	134	49485369	49485769	peak.3813
peak.8177	chr7	49504282	49504415	49504349	134	49504149	49504549	peak.3814
peak.8178	chr7	49512447	49512580	49512514	134	49512314	49512714	peak.3815
peak.8179	chr7	50672356	50672489	50672423	134	50672223	50672623	peak.3816
peak.8180	chr7	51790994	51791127	51791061	134	51790861	51791261	peak.3817
peak.8181	chr7	51984117	51984250	51984184	134	51983984	51984384	peak.3818
peak.8182	chr7	51991079	51991212	51991146	134	51990946	51991346	peak.3819
peak.8183	chr7	52038011	52038144	52038078	134	52037878	52038278	
peak.8184	chr7	55969027	55969160	55969094	134	55968894	55969294	peak.3821
peak.8185	chr7	59237563	59237696	59237630	134	59237430	59237830	peak.3822
peak.8186	chr7	59268908	59269041	59268975	134	59268775	59269175	peak.3823
peak.8187	chr7	63344672	63344805	63344739	134	63344539	63344939	peak.3824
peak.8188	chr7	64366385	64366518	64366452	134	64366252	64366652	peak.3825
peak.8189	chr7	64708320	64708453	64708387	134	64708187	64708587	peak.3826
peak.8190	chr7	65307833	65307966	65307900	134	65307700	65308100	peak.3827
peak.8191	chr7	65636446	65636579	65636513	134	65636313	65636713	peak.3828
peak.8192	chr7	65684283	65684416	65684350	134	65684150	65684550	peak.3829
peak.8193	chr7	66012506	66012639	66012573	134	66012373	66012773	peak.3830
peak.8194	chr7	66110797	66110930	66110864	134	66110664	66111064	peak.3831
peak.8195	chr7	66176407	66176540	66176474	134	66176274	66176674	peak.3832
peak.8196	chr7	66196052	66196185	66196119	134	66195919	66196319	peak.3833
peak.8197	chr7	66214678	66214811	66214745	134	66214545	66214945	peak.3834
peak.8198	chr7	66280234	66280367	66280301	134	66280101	66280501	peak.3835
peak.8199	chr7	66297019	66297152	66297086	134	66296886	66297286	peak.3836
peak.8200	chr7	66524046	66524179	66524113	134	66523913	66524313	peak.3837
peak.8201	chr7	66660319	66660452	66660386	134	66660186	66660586	peak.3838
peak.8202	chr7	66661836	66661969	66661903	134	66661703	66662103	peak.3839
peak.8203	chr7	67238675	67238808	67238742	134	67238542	67238942	peak.3840
peak.8204	chr7	67350549	67350682	67350616	134	67350416	67350816	peak.3841
peak.8205	chr7	67548901	67549034	67548968	134	67548768	67549168	peak.3842
peak.8206	chr7	67596083	67596216	67596150	134	67595950	67596350	peak.3843
peak.8207	chr7	67631628	67631761	67631695	134	67631495	67631895	peak.3844
peak.8208	chr7	67645290	67645423	67645357	134	67645157	67645557	peak.3845
peak.8209	chr7	67919826	67919959	67919893	134	67919693	67920093	peak.3846
peak.8210	chr7	68041860	68041993	68041927	134	68041727	68042127	peak.3847
peak.8211	chr7	68105273	68105406	68105340	134	68105140	68105540	peak.3848
peak.8212	chr7	68129201	68129334	68129268	134	68129068	68129468	peak.3849
peak.8213	chr7	68131937	68132070	68132004	134	68131804	68132204	peak.3850
peak.8214	chr7	68134943	68135076	68135010	134	68134810	68135210	peak.3851
peak.8215	chr7	68218873	68219006	68218940	134	68218740	68219140	peak.3852
peak.8216	chr7	68318350	68318483	68318417	134	68318217	68318617	peak.3853
peak.8217	chr7	68749316	68749449	68749383	134	68749183	68749583	peak.3854
peak.8218	chr7	68834487	68834620	68834554	134	68834354	68834754	peak.3855
peak.8219	chr7	70406715	70406848	70406782	134	70406582	70406982	peak.3856
peak.8220	chr7	70450351	70450484	70450418	134	70450218	70450618	peak.3857
peak.8221	chr7	70453216	70453349	70453283	134	70453083	70453483	peak.3858
peak.8222	chr7	70454649	70454782	70454716	134	70454516	70454916	peak.3859
peak.8223	chr7	70469277	70469410	70469344	134	70469144	70469544	peak.3860
peak.8224	chr7	70624112	70624245	70624179	134	70623979	70624379	peak.3861
peak.8225	chr7	72418552	72418685	72418619	134	72418419	72418819	peak.3862
peak.8226	chr7	73524950	73525083	73525017	134	73524817	73525217	peak.3863
peak.8227	chr7	73532479	73532612	73532546	134	73532346	73532746	peak.3864
peak.8228	chr7	73567423	73567556	73567490	134	73567290	73567690	peak.3865
peak.8229	chr7	73579870	73580003	73579937	134	73579737	73580137	peak.3866
peak.8230	chr7	73589602	73589735	73589669	134	73589469	73589869	peak.3867
peak.8231	chr7	73594786	73594919	73594853	134	73594653	73595053	peak.3868
peak.8232	chr7	73607905	73608038	73607972	134	73607772	73608172	peak.3869
peak.8233	chr7	73644511	73644644	73644578	134	73644378	73644778	peak.3870
peak.8234	chr7	75196143	75196276	75196210	134	75196010	75196410	peak.3871
peak.8235	chr7	75209681	75209814	75209748	134	75209548	75209948	peak.3872
peak.8236	chr7	75277903	75278036	75277970	134	75277770	75278170	peak.3873
peak.8237	chr7	75292418	75292551	75292485	134	75292285	75292685	peak.3874
peak.8238	chr7	75293646	75293779	75293713	134	75293513	75293913	peak.3875
peak.8239	chr7	75296979	75297112	75297046	134	75296846	75297246	peak.3876
peak.8240	chr7	75309086	75309219	75309153	134	75308953	75309353	peak.3877
peak.8241	chr7	75539382	75539515	75539449	134	75539249	75539649	peak.3878
peak.8242	chr7	78620170	78620303	78620237	134	78620037	78620437	peak.3879
peak.8243	chr7	78765402	78765535	78765469	134	78765269	78765669	peak.3880
peak.8244	chr7	78783068	78783201	78783135	134	78782935	78783335	peak.3881
peak.8245	chr7	79207165	79207298	79207232	134	79207032	79207432	peak.3882
peak.8246	chr7	79269616	79269749	79269683	134	79269483	79269883	peak.3883
peak.8247	chr7	79284511	79284644	79284578	134	79284378	79284778	peak.3884
peak.8248	chr7	79327331	79327464	79327398	134	79327198	79327598	peak.3885
peak.8249	chr7	79342861	79342994	79342928	134	79342728	79343128	peak.3886
peak.8250	chr7	79390309	79390442	79390376	134	79390176	79390576	peak.3887
peak.8251	chr7	79798695	79798828	79798762	134	79798562	79798962	peak.3888
peak.8252	chr7	79982759	79982892	79982826	134	79982626	79983026	peak.3889
peak.8253	chr7	80040673	80040806	80040740	134	80040540	80040940	peak.3890
peak.8254	chr7	80078819	80078952	80078886	134	80078686	80079086	peak.3891
peak.8255	chr7	80246194	80246327	80246261	134	80246061	80246461	peak.3892
peak.8256	chr7	80342952	80343085	80343019	134	80342819	80343219	peak.3893
peak.8257	chr7	80370777	80370910	80370844	134	80370644	80371044	peak.3894
peak.8258	chr7	80372323	80372456	80372390	134	80372190	80372590	peak.3895
peak.8259	chr7	80407669	80407802	80407736	134	80407536	80407936	peak.3896
peak.8260	chr7	80423277	80423410	80423344	134	80423144	80423544	peak.3897
peak.8261	chr7	80535154	80535287	80535221	134	80535021	80535421	peak.3898
peak.8262	chr7	80646604	80646737	80646671	134	80646471	80646871	peak.3899
peak.8263	chr7	80655905	80656038	80655972	134	80655772	80656172	peak.3900
peak.8264	chr7	80676095	80676228	80676162	134	80675962	80676362	peak.3901
peak.8265	chr7	80687066	80687199	80687133	134	80686933	80687333	peak.3902
peak.8266	chr7	80749745	80749878	80749812	134	80749612	80750012	peak.3903
peak.8267	chr7	80833124	80833257	80833191	134	80832991	80833391	peak.3904
peak.8268	chr7	80840386	80840519	80840453	134	80840253	80840653	peak.3905
peak.8269	chr7	80947724	80947857	80947791	134	80947591	80947991	peak.3906
peak.8270	chr7	81317364	81317497	81317431	134	81317231	81317631	peak.3907
peak.8271	chr7	81338605	81338738	81338672	134	81338472	81338872	peak.3908
peak.8272	chr7	81920403	81920536	81920470	134	81920270	81920670	peak.3909
peak.8273	chr7	82625919	82626052	82625986	134	82625786	82626186	peak.3910
peak.8274	chr7	82755884	82756017	82755951	134	82755751	82756151	peak.3911
peak.8275	chr7	82891019	82891152	82891086	134	82890886	82891286	peak.3912
peak.8276	chr7	83093974	83094107	83094041	134	83093841	83094241	peak.3913
peak.8277	chr7	83140355	83140488	83140422	134	83140222	83140622	peak.3914
peak.8278	chr7	83237255	83237388	83237322	134	83237122	83237522	peak.3915
peak.8279	chr7	83568257	83568390	83568324	134	83568124	83568524	peak.3916
peak.8280	chr7	84152258	84152391	84152325	134	84152125	84152525	peak.3917
peak.8281	chr7	84614236	84614369	84614303	134	84614103	84614503	peak.3918
peak.8282	chr7	84679407	84679540	84679474	134	84679274	84679674	peak.3919
peak.8283	chr7	87413411	87413544	87413478	134	87413278	87413678	peak.3920
peak.8284	chr7	88357499	88357632	88357566	134	88357366	88357766	peak.3921
peak.8285	chr7	89088209	89088342	89088276	134	89088076	89088476	peak.3922
peak.8286	chr7	89320097	89320230	89320164	134	89319964	89320364	peak.3923
peak.8287	chr7	89403841	89403974	89403908	134	89403708	89404108	peak.3924
peak.8288	chr7	89941188	89941321	89941255	134	89941055	89941455	peak.3925
peak.8289	chr7	89980992	89981125	89981059	134	89980859	89981259	peak.3926
peak.8290	chr7	90476018	90476151	90476085	134	90475885	90476285	peak.3927
peak.8291	chr7	90477123	90477256	90477190	134	90476990	90477390	peak.3928
peak.8292	chr7	91338033	91338166	91338100	134	91337900	91338300	peak.3929
peak.8293	chr7	91468692	91468825	91468759	134	91468559	91468959	peak.3930
peak.8294	chr7	91845572	91845705	91845639	134	91845439	91845839	peak.3931
peak.8295	chr7	91882248	91882381	91882315	134	91882115	91882515	peak.3932
peak.8296	chr7	92135706	92135839	92135773	134	92135573	92135973	peak.3933
peak.8297	chr7	92182207	92182340	92182274	134	92182074	92182474	peak.3934
peak.8298	chr7	92220881	92221014	92220948	134	92220748	92221148	peak.3935
peak.8299	chr7	92561124	92561257	92561191	134	92560991	92561391	peak.3936
peak.8300	chr7	92670327	92670460	92670394	134	92670194	92670594	peak.3937
peak.8301	chr7	92722948	92723081	92723015	134	92722815	92723215	peak.3938
peak.8302	chr7	92741518	92741651	92741585	134	92741385	92741785	peak.3939
peak.8303	chr7	92772474	92772607	92772541	134	92772341	92772741	peak.3940
peak.8304	chr7	92778070	92778203	92778137	134	92777937	92778337	peak.3941
peak.8305	chr7	92807365	92807498	92807432	134	92807232	92807632	peak.3942
peak.8306	chr7	92874529	92874662	92874596	134	92874396	92874796	peak.3943
peak.8307	chr7	96152899	96153032	96152966	134	96152766	96153166	peak.3944
peak.8308	chr7	96214019	96214152	96214086	134	96213886	96214286	peak.3945
peak.8309	chr7	96893754	96893887	96893821	134	96893621	96894021	peak.3946
peak.8310	chr7	97387069	97387202	97387136	134	97386936	97387336	peak.3947
peak.8311	chr7	97480899	97481032	97480966	134	97480766	97481166	peak.3948
peak.8312	chr7	97502217	97502350	97502284	134	97502084	97502484	peak.3949
peak.8313	chr7	97842890	97843023	97842957	134	97842757	97843157	peak.3950
peak.8314	chr7	97864584	97864717	97864651	134	97864451	97864851	peak.3951
peak.8315	chr7	98111472	98111605	98111539	134	98111339	98111739	peak.3952
peak.8316	chr7	98656729	98656862	98656796	134	98656596	98656996	peak.3953
peak.8317	chr7	98680597	98680730	98680664	134	98680464	98680864	peak.3954
peak.8318	chr7	98711904	98712037	98711971	134	98711771	98712171	peak.3955
peak.8319	chr7	98937725	98937858	98937792	134	98937592	98937992	peak.3956
peak.8320	chr7	98959015	98959148	98959082	134	98958882	98959282	peak.3957
peak.8321	chr7	98974646	98974779	98974713	134	98974513	98974913	peak.3958
peak.8322	chr7	99053879	99054012	99053946	134	99053746	99054146	peak.3959
peak.8323	chr7	99141339	99141472	99141406	134	99141206	99141606	peak.3960
peak.8324	chr7	99279772	99279905	99279839	134	99279639	99280039	peak.3961
peak.8325	chr7	99366207	99366340	99366274	134	99366074	99366474	peak.3962
peak.8326	chr7	99429898	99430031	99429965	134	99429765	99430165	peak.3963
peak.8327	chr7	99449309	99449442	99449376	134	99449176	99449576	peak.3964
peak.8328	chr7	99562356	99562489	99562423	134	99562223	99562623	peak.3965
peak.8329	chr7	99650420	99650553	99650487	134	99650287	99650687	peak.3966
peak.8330	chr7	99838364	99838497	99838431	134	99838231	99838631	peak.3967
peak.8331	chr7	99876452	99876585	99876519	134	99876319	99876719	peak.3968
peak.8332	chr7	99904411	99904544	99904478	134	99904278	99904678	peak.3969
peak.8333	chr7	100113993	100114126	100114060	134	100113860	100114260	peak.3970
peak.8334	chr7	100243252	100243385	100243319	134	100243119	100243519	peak.3971
peak.8335	chr7	100371981	100372114	100372048	134	100371848	100372248	peak.3972
peak.8336	chr7	100662378	100662511	100662445	134	100662245	100662645	peak.3973
peak.8337	chr7	100663294	100663427	100663361	134	100663161	100663561	peak.3974
peak.8338	chr7	100664328	100664461	100664395	134	100664195	100664595	peak.3975
peak.8339	chr7	101104932	101105065	101104999	134	101104799	101105199	peak.3976
peak.8340	chr7	101302178	101302311	101302245	134	101302045	101302445	peak.3977
peak.8341	chr7	101310719	101310852	101310786	134	101310586	101310986	peak.3978
peak.8342	chr7	101341772	101341905	101341839	134	101341639	101342039	peak.3979
peak.8343	chr7	101412925	101413058	101412992	134	101412792	101413192	peak.3980
peak.8344	chr7	101427218	101427351	101427285	134	101427085	101427485	peak.3981
peak.8345	chr7	101663595	101663728	101663662	134	101663462	101663862	peak.3982
peak.8346	chr7	101690612	101690745	101690679	134	101690479	101690879	peak.3983
peak.8347	chr7	101896625	101896758	101896692	134	101896492	101896892	peak.3984
peak.8348	chr7	101905725	101905858	101905792	134	101905592	101905992	peak.3985
peak.8349	chr7	101936756	101936889	101936823	134	101936623	101937023	peak.3986
peak.8350	chr7	102065361	102065494	102065428	134	102065228	102065628	peak.3987
peak.8351	chr7	102258260	102258393	102258327	134	102258127	102258527	peak.3988
peak.8352	chr7	102346375	102346508	102346442	134	102346242	102346642	peak.3989
peak.8353	chr7	102451908	102452041	102451975	134	102451775	102452175	peak.3990
peak.8354	chr7	105302674	105302807	105302741	134	105302541	105302941	peak.3991
peak.8355	chr7	105400290	105400423	105400357	134	105400157	105400557	peak.3992
peak.8356	chr7	105424485	105424618	105424552	134	105424352	105424752	peak.3993
peak.8357	chr7	105516840	105516973	105516907	134	105516707	105517107	peak.3994
peak.8358	chr7	105554036	105554169	105554103	134	105553903	105554303	peak.3995
peak.8359	chr7	105568985	105569118	105569052	134	105568852	105569252	peak.3996
peak.8360	chr7	105570173	105570306	105570240	134	105570040	105570440	peak.3997
peak.8361	chr7	105634258	105634391	105634325	134	105634125	105634525	peak.3998
peak.8362	chr7	105752122	105752255	105752189	134	105751989	105752389	peak.3999
peak.8363	chr7	107411506	107411639	107411573	134	107411373	107411773	peak.4000
peak.8364	chr7	107412702	107412835	107412769	134	107412569	107412969	peak.4001
peak.8365	chr7	107417128	107417261	107417195	134	107416995	107417395	peak.4002
peak.8366	chr7	107433801	107433934	107433868	134	107433668	107434068	peak.4003
peak.8367	chr7	107462165	107462298	107462232	134	107462032	107462432	peak.4004
peak.8368	chr7	107494612	107494745	107494679	134	107494479	107494879	peak.4005
peak.8369	chr7	107497870	107498003	107497937	134	107497737	107498137	peak.4006
peak.8370	chr7	107510186	107510319	107510253	134	107510053	107510453	peak.4007
peak.8371	chr7	107675394	107675527	107675461	134	107675261	107675661	peak.4008
peak.8372	chr7	107731032	107731165	107731099	134	107730899	107731299	peak.4009
peak.8373	chr7	108946928	108947061	108946995	134	108946795	108947195	peak.4010
peak.8374	chr7	108949437	108949570	108949504	134	108949304	108949704	peak.4011
peak.8375	chr7	108962094	108962227	108962161	134	108961961	108962361	peak.4012
peak.8376	chr7	108980864	108980997	108980931	134	108980731	108981131	peak.4013
peak.8377	chr7	109003759	109003892	109003826	134	109003626	109004026	peak.4014
peak.8378	chr7	109015177	109015310	109015244	134	109015044	109015444	peak.4015
peak.8379	chr7	109039059	109039192	109039126	134	109038926	109039326	peak.4016
peak.8380	chr7	109170324	109170457	109170391	134	109170191	109170591	peak.4017
peak.8381	chr7	109191321	109191454	109191388	134	109191188	109191588	peak.4018
peak.8382	chr7	109196528	109196661	109196595	134	109196395	109196795	peak.4019
peak.8383	chr7	109221136	109221269	109221203	134	109221003	109221403	peak.4020
peak.8384	chr7	109231954	109232087	109232021	134	109231821	109232221	peak.4021
peak.8385	chr7	109244021	109244154	109244088	134	109243888	109244288	peak.4022
peak.8386	chr7	109607936	109608069	109608003	134	109607803	109608203	peak.4023
peak.8387	chr7	109723405	109723538	109723472	134	109723272	109723672	peak.4024
peak.8388	chr7	109820420	109820553	109820487	134	109820287	109820687	peak.4025
peak.8389	chr7	109837695	109837828	109837762	134	109837562	109837962	peak.4026
peak.8390	chr7	110215039	110215172	110215106	134	110214906	110215306	peak.4027
peak.8391	chr7	110746475	110746608	110746542	134	110746342	110746742	peak.4028
peak.8392	chr7	110868995	110869128	110869062	134	110868862	110869262	peak.4029
peak.8393	chr7	111010326	111010459	111010393	134	111010193	111010593	peak.4030
peak.8394	chr7	111028570	111028703	111028637	134	111028437	111028837	peak.4031
peak.8395	chr7	111122708	111122841	111122775	134	111122575	111122975	peak.4032
peak.8396	chr7	111212342	111212475	111212409	134	111212209	111212609	peak.4033
peak.8397	chr7	111242757	111242890	111242824	134	111242624	111243024	peak.4034
peak.8398	chr7	111255690	111255823	111255757	134	111255557	111255957	peak.4035
peak.8399	chr7	111271077	111271210	111271144	134	111270944	111271344	peak.4036
peak.8400	chr7	111968304	111968437	111968371	134	111968171	111968571	peak.4037
peak.8401	chr7	112028219	112028352	112028286	134	112028086	112028486	peak.4038
peak.8402	chr7	112043904	112044037	112043971	134	112043771	112044171	peak.4039
peak.8403	chr7	112051725	112051858	112051792	134	112051592	112051992	peak.4040
peak.8404	chr7	112491847	112491980	112491914	134	112491714	112492114	peak.4041
peak.8405	chr7	112826603	112826736	112826670	134	112826470	112826870	peak.4042
peak.8406	chr7	113043904	113044037	113043971	134	113043771	113044171	peak.4043
peak.8407	chr7	113147445	113147578	113147512	134	113147312	113147712	peak.4044
peak.8408	chr7	113190502	113190635	113190569	134	113190369	113190769	peak.4045
peak.8409	chr7	113207168	113207301	113207235	134	113207035	113207435	peak.4046
peak.8410	chr7	113239616	113239749	113239683	134	113239483	113239883	peak.4047
peak.8411	chr7	113249333	113249466	113249400	134	113249200	113249600	peak.4048
peak.8412	chr7	113256248	113256381	113256315	134	113256115	113256515	peak.4049
peak.8413	chr7	113347416	113347549	113347483	134	113347283	113347683	peak.4050
peak.8414	chr7	113349295	113349428	113349362	134	113349162	113349562	peak.4051
peak.8415	chr7	113366022	113366155	113366089	134	113365889	113366289	peak.4052
peak.8416	chr7	113375857	113375990	113375924	134	113375724	113376124	peak.4053
peak.8417	chr7	113495920	113496053	113495987	134	113495787	113496187	peak.4054
peak.8418	chr7	114210533	114210666	114210600	134	114210400	114210800	peak.4055
peak.8419	chr7	114276123	114276256	114276190	134	114275990	114276390	peak.4056
peak.8420	chr7	115193564	115193697	115193631	134	115193431	115193831	peak.4057
peak.8421	chr7	115620358	115620491	115620425	134	115620225	115620625	peak.4058
peak.8422	chr7	116093155	116093288	116093222	134	116093022	116093422	peak.4059
peak.8423	chr7	116132388	116132521	116132455	134	116132255	116132655	peak.4060
peak.8424	chr7	116295110	116295243	116295177	134	116294977	116295377	peak.4061
peak.8425	chr7	116504299	116504432	116504366	134	116504166	116504566	peak.4062
peak.8426	chr7	116589164	116589297	116589231	134	116589031	116589431	peak.4063
peak.8427	chr7	116704425	116704558	116704492	134	116704292	116704692	peak.4064
peak.8428	chr7	116713356	116713489	116713423	134	116713223	116713623	peak.4065
peak.8429	chr7	116746989	116747122	116747056	134	116746856	116747256	peak.4066
peak.8430	chr7	117445675	117445808	117445742	134	117445542	117445942	peak.4067
peak.8431	chr7	117451324	117451457	117451391	134	117451191	117451591	peak.4068
peak.8432	chr7	117501839	117501972	117501906	134	117501706	117502106	peak.4069
peak.8433	chr7	117553300	117553433	117553367	134	117553167	117553567	peak.4070
peak.8434	chr7	117569420	117569553	117569487	134	117569287	117569687	peak.4071
peak.8435	chr7	117589418	117589551	117589485	134	117589285	117589685	peak.4072
peak.8436	chr7	118026202	118026335	118026269	134	118026069	118026469	peak.4073
peak.8437	chr7	118034526	118034659	118034593	134	118034393	118034793	peak.4074
peak.8438	chr7	118036552	118036685	118036619	134	118036419	118036819	peak.4075
peak.8439	chr7	118143627	118143760	118143694	134	118143494	118143894	peak.4076
peak.8440	chr7	118198541	118198674	118198608	134	118198408	118198808	peak.4077
peak.8441	chr7	118533309	118533442	118533376	134	118533176	118533576	peak.4078
peak.8442	chr7	118712428	118712561	118712495	134	118712295	118712695	peak.4079
peak.8443	chr7	118740543	118740676	118740610	134	118740410	118740810	
peak.8444	chr7	118767787	118767920	118767854	134	118767654	118768054	peak.4081
peak.8445	chr7	118843007	118843140	118843074	134	118842874	118843274	peak.4082
peak.8446	chr7	119861801	119861934	119861868	134	119861668	119862068	peak.4083
peak.8447	chr7	119885565	119885698	119885632	134	119885432	119885832	peak.4084
peak.8448	chr7	120735256	120735389	120735323	134	120735123	120735523	peak.4085
peak.8449	chr7	120960281	120960414	120960348	134	120960148	120960548	peak.4086
peak.8450	chr7	120961707	120961840	120961774	134	120961574	120961974	peak.4087
peak.8451	chr7	121074328	121074461	121074395	134	121074195	121074595	peak.4088
peak.8452	chr7	121578638	121578771	121578705	134	121578505	121578905	peak.4089
peak.8453	chr7	121585885	121586018	121585952	134	121585752	121586152	peak.4090
peak.8454	chr7	121743971	121744104	121744038	134	121743838	121744238	peak.4091
peak.8455	chr7	121795982	121796115	121796049	134	121795849	121796249	peak.4092
peak.8456	chr7	122026860	122026993	122026927	134	122026727	122027127	peak.4093
peak.8457	chr7	122155771	122155904	122155838	134	122155638	122156038	peak.4094
