peak.id	seqnames	start	end	strand	annot
peak.3922	chr17	15099807	15100207	*	intergenic
peak.3923	chr17	15185039	15185439	*	intergenic
peak.3924	chr17	15342977	15343377	*	intergenic
peak.3925	chr17	15343830	15344230	*	intergenic
peak.3926	chr17	15564561	15564961	*	intergenic
peak.3927	chr17	15808012	15808412	*	intron
peak.3928	chr17	15831742	15832142	*	intergenic
peak.3929	chr17	15950250	15950650	*	intergenic
peak.3930	chr17	16951324	16951724	*	intergenic
peak.3931	chr17	17004918	17005318	*	intergenic
peak.3932	chr17	17063838	17064238	*	promoter-tss
peak.3933	chr17	17234647	17235047	*	intergenic
peak.3934	chr17	17294206	17294606	*	intergenic
peak.3935	chr17	17374221	17374621	*	promoter-tss
peak.3936	chr17	17499143	17499543	*	intergenic
peak.3937	chr17	17622144	17622544	*	intron
peak.3938	chr17	17624825	17625225	*	promoter-tss
peak.3939	chr17	20944975	20945375	*	promoter-tss
peak.3940	chr17	21515721	21516121	*	intergenic
peak.3941	chr17	23550159	23550559	*	promoter-tss
peak.3942	chr17	23703020	23703420	*	intergenic
peak.3943	chr17	23739397	23739797	*	intron
peak.3944	chr17	23802727	23803127	*	promoter-tss
peak.3945	chr17	24073359	24073759	*	promoter-tss
peak.3946	chr17	24168912	24169312	*	intron
peak.3947	chr17	24204098	24204498	*	3' utr
peak.3948	chr17	24455175	24455575	*	promoter-tss
peak.3949	chr17	24527886	24528286	*	promoter-tss
peak.3950	chr17	24551096	24551496	*	intron
peak.3951	chr17	24554775	24555175	*	intron
peak.3952	chr17	24557489	24557889	*	intron
peak.3953	chr17	24582074	24582474	*	intron
peak.3954	chr17	24632464	24632864	*	promoter-tss
peak.3955	chr17	24690456	24690856	*	promoter-tss
peak.3956	chr17	24719803	24720203	*	promoter-tss
peak.3957	chr17	24736271	24736671	*	promoter-tss
peak.3958	chr17	24850001	24850401	*	promoter-tss
peak.3959	chr17	24886280	24886680	*	promoter-tss
peak.3960	chr17	25015845	25016245	*	promoter-tss
peak.3961	chr17	25022124	25022524	*	intron
peak.3962	chr17	25206437	25206837	*	intron
peak.3963	chr17	25273674	25274074	*	promoter-tss
peak.3964	chr17	25401486	25401886	*	intron
peak.3965	chr17	25418803	25419203	*	intron
peak.3966	chr17	25452543	25452943	*	intergenic
peak.3967	chr17	25721477	25721877	*	intron
peak.3968	chr17	25727372	25727772	*	promoter-tss
peak.3969	chr17	25891823	25892223	*	intron
peak.3970	chr17	25920000	25920400	*	promoter-tss
peak.3971	chr17	26123223	26123623	*	promoter-tss
peak.3972	chr17	26132375	26132775	*	intergenic
peak.3973	chr17	26252602	26253002	*	promoter-tss
peak.3974	chr17	26266447	26266847	*	intron
peak.3975	chr17	26517874	26518274	*	intergenic
peak.3976	chr17	26656878	26657278	*	tts
peak.3977	chr17	26752989	26753389	*	intron
peak.3978	chr17	27120276	27120676	*	intron
peak.3979	chr17	27168366	27168766	*	promoter-tss
peak.3980	chr17	27207734	27208134	*	intergenic
peak.3981	chr17	27224916	27225316	*	intergenic
peak.3982	chr17	27433311	27433711	*	intron
peak.3983	chr17	27571532	27571932	*	intergenic
peak.3984	chr17	27613329	27613729	*	intron
peak.3985	chr17	27621104	27621504	*	intron
peak.3986	chr17	27661261	27661661	*	intron
peak.3987	chr17	27716910	27717310	*	intron
peak.3988	chr17	27839818	27840218	*	promoter-tss
peak.3989	chr17	27927545	27927945	*	intron
peak.3990	chr17	27958410	27958810	*	intron
peak.3991	chr17	27997417	27997817	*	intron
peak.3992	chr17	28080496	28080896	*	promoter-tss
peak.3993	chr17	28085698	28086098	*	intergenic
peak.3994	chr17	28143980	28144380	*	intron
peak.3995	chr17	28174892	28175292	*	intron
peak.3996	chr17	28185575	28185975	*	intron
peak.3997	chr17	28225255	28225655	*	intron
peak.3998	chr17	28313120	28313520	*	promoter-tss
peak.3999	chr17	28327908	28328308	*	promoter-tss
peak.4000	chr17	28364865	28365265	*	promoter-tss
peak.4001	chr17	28371917	28372317	*	intergenic
peak.4002	chr17	28380238	28380638	*	intergenic
peak.4003	chr17	29081726	29082126	*	intergenic
peak.4004	chr17	29095506	29095906	*	intron
peak.4005	chr17	29135758	29136158	*	5' utr
peak.4006	chr17	29182965	29183365	*	intron
peak.4007	chr17	29331217	29331617	*	tts
peak.4008	chr17	29340062	29340462	*	intron
peak.4009	chr17	29343803	29344203	*	intron
peak.4010	chr17	29358739	29359139	*	intergenic
peak.4011	chr17	29458604	29459004	*	intergenic
peak.4012	chr17	29603307	29603707	*	intron
peak.4013	chr17	29680273	29680673	*	intron
peak.4014	chr17	29732340	29732740	*	intergenic
peak.4015	chr17	29736450	29736850	*	intergenic
peak.4016	chr17	29783161	29783561	*	intergenic
peak.4017	chr17	29955908	29956308	*	intergenic
peak.4018	chr17	29998512	29998912	*	intergenic
peak.4019	chr17	30044267	30044667	*	intron
peak.4020	chr17	30230776	30231176	*	intron
peak.4021	chr17	30406962	30407362	*	intron
peak.4022	chr17	30592885	30593285	*	3' utr
peak.4023	chr17	30594863	30595263	*	intron
peak.4024	chr17	30597780	30598180	*	intron
peak.4025	chr17	30604669	30605069	*	intron
peak.4026	chr17	30647780	30648180	*	intron
peak.4027	chr17	30752355	30752755	*	intron
peak.4028	chr17	31058555	31058955	*	intron
peak.4029	chr17	31400351	31400751	*	intron
peak.4030	chr17	31546778	31547178	*	intergenic
peak.4031	chr17	31941615	31942015	*	intergenic
peak.4032	chr17	32006007	32006407	*	intron
peak.4033	chr17	32052717	32053117	*	intron
peak.4034	chr17	32097055	32097455	*	intergenic
peak.4035	chr17	32321048	32321448	*	promoter-tss
peak.4036	chr17	32783750	32784150	*	intron
peak.4037	chr17	32788219	32788619	*	promoter-tss
peak.4038	chr17	32891591	32891991	*	promoter-tss
peak.4039	chr17	33089371	33089771	*	intron
peak.4040	chr17	33264426	33264826	*	intergenic
peak.4041	chr17	33394469	33394869	*	promoter-tss
peak.4042	chr17	33526058	33526458	*	intron
peak.4043	chr17	33655513	33655913	*	intron
peak.4044	chr17	33760219	33760619	*	promoter-tss
peak.4045	chr17	33779467	33779867	*	intron
peak.4046	chr17	33915625	33916025	*	promoter-tss
peak.4047	chr17	33940338	33940738	*	promoter-tss
peak.4048	chr17	34197398	34197798	*	promoter-tss
peak.4049	chr17	34603803	34604203	*	promoter-tss
peak.4050	chr17	34646905	34647305	*	promoter-tss
peak.4051	chr17	34952534	34952934	*	promoter-tss
peak.4052	chr17	34964613	34965013	*	intergenic
peak.4053	chr17	35020572	35020972	*	intron
peak.4054	chr17	35043460	35043860	*	intron
peak.4055	chr17	35059628	35060028	*	intron
peak.4056	chr17	35121210	35121610	*	promoter-tss
peak.4057	chr17	35134635	35135035	*	promoter-tss
peak.4058	chr17	35162350	35162750	*	intron
peak.4059	chr17	35163299	35163699	*	intron
peak.4060	chr17	35164884	35165284	*	promoter-tss
peak.4061	chr17	35235568	35235968	*	promoter-tss
peak.4062	chr17	35240877	35241277	*	promoter-tss
peak.4063	chr17	35242207	35242607	*	promoter-tss
peak.4064	chr17	35507224	35507624	*	intron
peak.4065	chr17	35549260	35549660	*	intergenic
peak.4066	chr17	35673621	35674021	*	promoter-tss
peak.4067	chr17	35822440	35822840	*	promoter-tss
peak.4068	chr17	35825188	35825588	*	intron
peak.4069	chr17	35834066	35834466	*	3' utr
peak.4070	chr17	35836176	35836576	*	intron
peak.4071	chr17	35841218	35841618	*	promoter-tss
peak.4072	chr17	35857007	35857407	*	intron
peak.4073	chr17	35872395	35872795	*	intron
peak.4074	chr17	35917860	35918260	*	tts
peak.4075	chr17	36005555	36005955	*	tts
peak.4076	chr17	36256950	36257350	*	intron
peak.4077	chr17	36836849	36837249	*	promoter-tss
peak.4078	chr17	36849130	36849530	*	intron
peak.4079	chr17	36951542	36951942	*	promoter-tss
peak.4080	chr17	36958404	36958804	*	promoter-tss
peak.4081	chr17	40934335	40934735	*	promoter-tss
peak.4082	chr17	42606851	42607251	*	intron
peak.4083	chr17	42680432	42680832	*	intron
peak.4084	chr17	42862888	42863288	*	intron
peak.4085	chr17	43667013	43667413	*	promoter-tss
peak.4086	chr17	43699175	43699575	*	intron
peak.4087	chr17	43978816	43979216	*	intron
peak.4088	chr17	44652092	44652492	*	intron
peak.4089	chr17	45356046	45356446	*	intergenic
peak.4090	chr17	45433469	45433869	*	promoter-tss
peak.4091	chr17	45486944	45487344	*	intergenic
peak.4092	chr17	45730236	45730636	*	intergenic
peak.4093	chr17	45809916	45810316	*	intergenic
peak.4094	chr17	45966693	45967093	*	intergenic
peak.4095	chr17	46118419	46118819	*	intron
peak.4096	chr17	46153383	46153783	*	promoter-tss
peak.4097	chr17	46160676	46161076	*	promoter-tss
peak.4098	chr17	46180687	46181087	*	intron
peak.4099	chr17	46327931	46328331	*	promoter-tss
peak.4100	chr17	46552752	46553152	*	tts
peak.4101	chr17	46588966	46589366	*	intron
peak.4102	chr17	46646180	46646580	*	exon
peak.4103	chr17	46680795	46681195	*	promoter-tss
peak.4104	chr17	46702957	46703357	*	intron
peak.4105	chr17	46745448	46745848	*	intron
peak.4106	chr17	46825484	46825884	*	exon
peak.4107	chr17	46903933	46904333	*	intergenic
peak.4108	chr17	46910212	46910612	*	promoter-tss
peak.4109	chr17	46912323	46912723	*	intron
peak.4110	chr17	46915112	46915512	*	intron
peak.4111	chr17	46917363	46917763	*	intron
peak.4112	chr17	46926202	46926602	*	intergenic
peak.4113	chr17	46928003	46928403	*	tts
peak.4114	chr17	47065196	47065596	*	intergenic
peak.4115	chr17	47266955	47267355	*	intron
peak.4116	chr17	47294059	47294459	*	intron
peak.4117	chr17	47304386	47304786	*	intron
peak.4118	chr17	47324095	47324495	*	intron
peak.4119	chr17	47381947	47382347	*	intergenic
peak.4120	chr17	47399101	47399501	*	intron
peak.4121	chr17	47400452	47400852	*	promoter-tss
peak.4122	chr17	47499158	47499558	*	intron
peak.4123	chr17	47597013	47597413	*	intron
peak.4124	chr17	47889282	47889682	*	intron
peak.4125	chr17	47914692	47915092	*	intron
peak.4126	chr17	47981541	47981941	*	intergenic
peak.4127	chr17	48008477	48008877	*	intergenic
peak.4128	chr17	48047891	48048291	*	intergenic
peak.4129	chr17	48056483	48056883	*	intergenic
peak.4130	chr17	48065035	48065435	*	non-coding
peak.4131	chr17	48065972	48066372	*	non-coding
peak.4132	chr17	48334324	48334724	*	intergenic
peak.4133	chr17	48336816	48337216	*	intergenic
peak.4134	chr17	48409793	48410193	*	promoter-tss
peak.4135	chr17	48537209	48537609	*	intergenic
peak.4136	chr17	48698418	48698818	*	intergenic
peak.4137	chr17	48742942	48743342	*	intergenic
peak.4138	chr17	48784108	48784508	*	intergenic
peak.4139	chr17	48838331	48838731	*	intergenic
peak.4140	chr17	48847956	48848356	*	intergenic
peak.4141	chr17	49154041	49154441	*	intergenic
peak.4142	chr17	49231209	49231609	*	intergenic
peak.4143	chr17	49934607	49935007	*	intergenic
peak.4144	chr17	50002036	50002436	*	intron
peak.4145	chr17	51753096	51753496	*	intron
peak.4146	chr17	51803385	51803785	*	intron
peak.4147	chr17	53636657	53637057	*	intron
peak.4148	chr17	55958908	55959308	*	promoter-tss
peak.4149	chr17	56008276	56008676	*	promoter-tss
peak.4150	chr17	56054473	56054873	*	intron
peak.4151	chr17	56055998	56056398	*	intron
peak.4152	chr17	56074943	56075343	*	promoter-tss
peak.4153	chr17	56079128	56079528	*	promoter-tss
peak.4154	chr17	56218187	56218587	*	intron
peak.4155	chr17	56241510	56241910	*	intergenic
peak.4156	chr17	56256110	56256510	*	promoter-tss
peak.4157	chr17	56276721	56277121	*	promoter-tss
peak.4158	chr17	56325540	56325940	*	promoter-tss
peak.4159	chr17	56409488	56409888	*	intergenic
peak.4160	chr17	56609591	56609991	*	promoter-tss
peak.4161	chr17	56673063	56673463	*	promoter-tss
peak.4162	chr17	56716967	56717367	*	promoter-tss
peak.4163	chr17	56990015	56990415	*	promoter-tss
peak.4164	chr17	56997050	56997450	*	promoter-tss
peak.4165	chr17	57031926	57032326	*	promoter-tss
peak.4166	chr17	57060097	57060497	*	promoter-tss
peak.4167	chr17	57119243	57119643	*	intergenic
peak.4168	chr17	57247634	57248034	*	promoter-tss
peak.4169	chr17	58991267	58991667	*	promoter-tss
peak.4170	chr17	61765193	61765593	*	intergenic
peak.4171	chr17	62465919	62466319	*	intergenic
peak.4172	chr17	62540663	62541063	*	intergenic
peak.4173	chr17	63004866	63005266	*	intergenic
peak.4174	chr17	63146006	63146406	*	intron
peak.4175	chr17	63352841	63353241	*	intron
peak.4176	chr17	63584419	63584819	*	intergenic
peak.4177	chr17	63925179	63925579	*	intron
peak.4178	chr17	64578082	64578482	*	intergenic
peak.4179	chr17	65642854	65643254	*	promoter-tss
peak.4180	chr17	65713095	65713495	*	intron
peak.4181	chr17	65865650	65866050	*	intron
peak.4182	chr17	65873186	65873586	*	intron
peak.4183	chr17	65970174	65970574	*	intron
peak.4184	chr17	66043757	66044157	*	intron
peak.4185	chr17	66075758	66076158	*	intron
peak.4186	chr17	66104988	66105388	*	intergenic
peak.4187	chr17	66192593	66192993	*	intergenic
peak.4188	chr17	66235430	66235830	*	intergenic
peak.4189	chr17	66295608	66296008	*	intergenic
peak.4190	chr17	66325493	66325893	*	intergenic
peak.4191	chr17	66384787	66385187	*	intron
peak.4192	chr17	66394505	66394905	*	intron
peak.4193	chr17	66401880	66402280	*	intron
peak.4194	chr17	66417641	66418041	*	intron
peak.4195	chr17	66439421	66439821	*	intron
peak.4196	chr17	66440600	66441000	*	intron
peak.4197	chr17	66446496	66446896	*	intron
peak.4198	chr17	66469543	66469943	*	intergenic
peak.4199	chr17	66480230	66480630	*	intergenic
peak.4200	chr17	66487523	66487923	*	intergenic
peak.4201	chr17	66707576	66707976	*	intron
peak.4202	chr17	67290643	67291043	*	intron
peak.4203	chr17	67996035	67996435	*	intron
peak.4204	chr17	68004058	68004458	*	promoter-tss
peak.4205	chr17	68843897	68844297	*	tts
peak.4206	chr17	68845609	68846009	*	intergenic
peak.4207	chr17	68986520	68986920	*	intergenic
peak.4208	chr17	69182555	69182955	*	intron
peak.4209	chr17	69421605	69422005	*	intergenic
peak.4210	chr17	70045392	70045792	*	intergenic
peak.4211	chr17	70999017	70999417	*	intron
peak.4212	chr17	71184745	71185145	*	intron
peak.4213	chr17	71358501	71358901	*	intron
peak.4214	chr17	71480656	71481056	*	intergenic
peak.4215	chr17	71582669	71583069	*	intron
peak.4216	chr17	71681629	71682029	*	intron
peak.4217	chr17	71730706	71731106	*	intergenic
peak.4218	chr17	71752796	71753196	*	promoter-tss
peak.4219	chr17	71947363	71947763	*	intron
peak.4220	chr17	72789792	72790192	*	intergenic
peak.4221	chr17	72836129	72836529	*	promoter-tss
peak.4222	chr17	72937836	72938236	*	intron
peak.4223	chr17	73097987	73098387	*	intergenic
peak.4224	chr17	73107719	73108119	*	promoter-tss
peak.4225	chr17	73112225	73112625	*	intron
peak.4226	chr17	73114870	73115270	*	intron
peak.4227	chr17	73699844	73700244	*	intron
peak.4228	chr17	74089772	74090172	*	intergenic
peak.4229	chr17	74221711	74222111	*	intron
peak.4230	chr17	74269577	74269977	*	intron
peak.4231	chr17	74291598	74291998	*	intron
peak.4232	chr17	74309819	74310219	*	intron
peak.4233	chr17	74395326	74395726	*	promoter-tss
peak.4234	chr17	78151548	78151948	*	intergenic
peak.4235	chr17	78505044	78505444	*	intergenic
peak.4236	chr17	78963630	78964030	*	intron
peak.4237	chr17	79136828	79137228	*	intergenic
peak.4238	chr17	79354488	79354888	*	intron
peak.4239	chr17	79853889	79854289	*	intron
peak.4240	chr17	79997012	79997412	*	intergenic
peak.4241	chr17	80017572	80017972	*	intergenic
peak.4242	chr17	80207210	80207610	*	promoter-tss
peak.4243	chr17	80727178	80727578	*	intron
peak.4244	chr17	80729000	80729400	*	intergenic
peak.4245	chr17	80739404	80739804	*	intergenic
peak.4246	chr17	80832454	80832854	*	intergenic
peak.4247	chr17	80878033	80878433	*	intergenic
peak.4248	chr17	80885688	80886088	*	intergenic
peak.4249	chr17	80892542	80892942	*	intergenic
peak.4250	chr17	80943047	80943447	*	intergenic
peak.4251	chr17	83096248	83096648	*	intergenic
peak.4252	chr17	83160320	83160720	*	intergenic
peak.4253	chr17	83308628	83309028	*	intergenic
peak.4254	chr17	83514170	83514570	*	promoter-tss
peak.4255	chr17	83545643	83546043	*	intergenic
peak.4256	chr17	83862548	83862948	*	intergenic
peak.4257	chr17	83946659	83947059	*	intergenic
peak.4258	chr17	84106302	84106702	*	intergenic
peak.4259	chr17	84149323	84149723	*	intergenic
peak.4260	chr17	84157156	84157556	*	intergenic
peak.4261	chr17	84177654	84178054	*	intergenic
peak.4262	chr17	84238060	84238460	*	intron
peak.4263	chr17	84263616	84264016	*	intron
peak.4264	chr17	84293080	84293480	*	intron
peak.4265	chr17	84399461	84399861	*	intron
peak.4266	chr17	84552542	84552942	*	intron
peak.4267	chr17	84733467	84733867	*	intron
peak.4268	chr17	84896098	84896498	*	intergenic
peak.4269	chr17	84926274	84926674	*	intron
peak.4270	chr17	84933915	84934315	*	intron
peak.4271	chr17	84957433	84957833	*	promoter-tss
peak.4272	chr17	84959272	84959672	*	intron
peak.4273	chr17	85090376	85090776	*	promoter-tss
peak.4274	chr17	85189974	85190374	*	intron
peak.4275	chr17	85288092	85288492	*	intron
peak.4276	chr17	85308602	85309002	*	intron
peak.4277	chr17	85432853	85433253	*	intron
peak.4278	chr17	85454598	85454998	*	intron
peak.4279	chr17	85530240	85530640	*	intergenic
peak.4280	chr17	85562898	85563298	*	intergenic
peak.4281	chr17	86150894	86151294	*	intergenic
peak.4282	chr17	86311365	86311765	*	intron
peak.4283	chr17	86364354	86364754	*	intron
peak.4284	chr17	86379602	86380002	*	intron
peak.4285	chr17	86390351	86390751	*	intron
peak.4286	chr17	86429891	86430291	*	intron
peak.4287	chr17	86447554	86447954	*	intron
peak.4288	chr17	86509942	86510342	*	intron
peak.4289	chr17	86622865	86623265	*	intron
peak.4290	chr17	86759442	86759842	*	intron
peak.4291	chr17	86810881	86811281	*	intron
peak.4292	chr17	86982487	86982887	*	intron
peak.4293	chr17	87025275	87025675	*	promoter-tss
peak.4294	chr17	87055146	87055546	*	intergenic
peak.4295	chr17	87178912	87179312	*	intergenic
peak.4296	chr17	87237290	87237690	*	intergenic
peak.4297	chr17	87932698	87933098	*	intergenic
peak.4298	chr17	88066329	88066729	*	intergenic
peak.4299	chr17	88388754	88389154	*	intergenic
peak.4300	chr17	88524605	88525005	*	intergenic
peak.4301	chr17	88803619	88804019	*	intergenic
peak.4302	chr17	90088035	90088435	*	intron
peak.4303	chr17	90800886	90801286	*	intron
peak.4304	chr17	90843673	90844073	*	intron
peak.4305	chr18	3338397	3338797	*	intron
peak.4306	chr18	4901068	4901468	*	intergenic
peak.4307	chr18	4993701	4994101	*	intergenic
peak.4308	chr18	5334729	5335129	*	promoter-tss
peak.4309	chr18	5820382	5820782	*	intergenic
peak.4310	chr18	5989953	5990353	*	intergenic
peak.4311	chr18	6136023	6136423	*	promoter-tss
peak.4312	chr18	6764818	6765218	*	promoter-tss
peak.4313	chr18	7626674	7627074	*	promoter-tss
peak.4314	chr18	10001432	10001832	*	intron
peak.4315	chr18	10015303	10015703	*	intron
peak.4316	chr18	10047932	10048332	*	intergenic
peak.4317	chr18	10576073	10576473	*	intron
peak.4318	chr18	10614418	10614818	*	intergenic
peak.4319	chr18	10620956	10621356	*	intron
peak.4320	chr18	10685030	10685430	*	intron
peak.4321	chr18	10716984	10717384	*	intergenic
peak.4322	chr18	10733745	10734145	*	intron
peak.4323	chr18	12134915	12135315	*	intron
peak.4324	chr18	12146732	12147132	*	intron
peak.4325	chr18	12236330	12236730	*	promoter-tss
peak.4326	chr18	12257716	12258116	*	intron
peak.4327	chr18	12660849	12661249	*	intron
peak.4328	chr18	12696883	12697283	*	intron
peak.4329	chr18	13976920	13977320	*	intergenic
peak.4330	chr18	15002100	15002500	*	intron
peak.4331	chr18	16217491	16217891	*	intergenic
peak.4332	chr18	16675155	16675555	*	intron
peak.4333	chr18	16715762	16716162	*	intron
peak.4334	chr18	16780534	16780934	*	intron
peak.4335	chr18	17608076	17608476	*	intergenic
peak.4336	chr18	20662577	20662977	*	intergenic
peak.4337	chr18	20839149	20839549	*	intron
peak.4338	chr18	20884914	20885314	*	exon
peak.4339	chr18	20919814	20920214	*	intergenic
peak.4340	chr18	21227944	21228344	*	intron
peak.4341	chr18	21300248	21300648	*	promoter-tss
peak.4342	chr18	23811804	23812204	*	intron
peak.4343	chr18	24115198	24115598	*	intron
peak.4344	chr18	24121731	24122131	*	promoter-tss
peak.4345	chr18	24713808	24714208	*	intron
peak.4346	chr18	24715623	24716023	*	intron
peak.4347	chr18	24728740	24729140	*	intron
peak.4348	chr18	25105984	25106384	*	intron
peak.4349	chr18	25292731	25293131	*	intron
peak.4350	chr18	25516228	25516628	*	intron
peak.4351	chr18	25523989	25524389	*	intron
peak.4352	chr18	25544229	25544629	*	intron
peak.4353	chr18	25548447	25548847	*	intron
peak.4354	chr18	25621988	25622388	*	intron
peak.4355	chr18	25677427	25677827	*	tts
peak.4356	chr18	25682543	25682943	*	intron
peak.4357	chr18	25710899	25711299	*	intron
peak.4358	chr18	26489154	26489554	*	intergenic
peak.4359	chr18	27722156	27722556	*	intergenic
peak.4360	chr18	29769789	29770189	*	intergenic
peak.4361	chr18	29884519	29884919	*	intergenic
peak.4362	chr18	30401289	30401689	*	intergenic
peak.4363	chr18	30404102	30404502	*	intergenic
peak.4364	chr18	30542014	30542414	*	intergenic
peak.4365	chr18	30881965	30882365	*	intergenic
peak.4366	chr18	31634754	31635154	*	intron
peak.4367	chr18	31803675	31804075	*	promoter-tss
peak.4368	chr18	31915525	31915925	*	intergenic
peak.4369	chr18	31918413	31918813	*	intergenic
peak.4370	chr18	32265033	32265433	*	intron
peak.4371	chr18	32378455	32378855	*	promoter-tss
peak.4372	chr18	32380294	32380694	*	intron
peak.4373	chr18	32382333	32382733	*	intron
peak.4374	chr18	32402419	32402819	*	intron
peak.4375	chr18	32453060	32453460	*	intergenic
peak.4376	chr18	33111379	33111779	*	intron
peak.4377	chr18	33443376	33443776	*	intron
peak.4378	chr18	33456611	33457011	*	intron
peak.4379	chr18	33957290	33957690	*	intron
peak.4380	chr18	34441396	34441796	*	tts
peak.4381	chr18	34538199	34538599	*	intergenic
peak.4382	chr18	34578931	34579331	*	promoter-tss
peak.4383	chr18	34663139	34663539	*	intergenic
peak.4384	chr18	34685358	34685758	*	intergenic
peak.4385	chr18	34758899	34759299	*	5' utr
peak.4386	chr18	34785822	34786222	*	intron
peak.4387	chr18	34793808	34794208	*	intron
peak.4388	chr18	34862891	34863291	*	exon
peak.4389	chr18	34901628	34902028	*	tts
peak.4390	chr18	34931976	34932376	*	promoter-tss
peak.4391	chr18	34954433	34954833	*	promoter-tss
peak.4392	chr18	35010760	35011160	*	intergenic
peak.4393	chr18	35042624	35043024	*	intergenic
peak.4394	chr18	35541142	35541542	*	intergenic
peak.4395	chr18	35647838	35648238	*	intron
peak.4396	chr18	35702822	35703222	*	intron
peak.4397	chr18	35885920	35886320	*	intergenic
peak.4398	chr18	35913617	35914017	*	intergenic
peak.4399	chr18	35916822	35917222	*	intergenic
peak.4400	chr18	35918166	35918566	*	intergenic
peak.4401	chr18	35956957	35957357	*	intergenic
peak.4402	chr18	36559644	36560044	*	promoter-tss
peak.4403	chr18	36759970	36760370	*	promoter-tss
peak.4404	chr18	36785664	36786064	*	intron
peak.4405	chr18	37143225	37143625	*	promoter-tss
peak.4406	chr18	37877196	37877596	*	intron
peak.4407	chr18	37880131	37880531	*	intron
peak.4408	chr18	37980947	37981347	*	intron
peak.4409	chr18	38250329	38250729	*	promoter-tss
peak.4410	chr18	38417325	38417725	*	intergenic
peak.4411	chr18	38992861	38993261	*	promoter-tss
peak.4412	chr18	39040883	39041283	*	intron
peak.4413	chr18	39068035	39068435	*	intron
peak.4414	chr18	39165640	39166040	*	intron
peak.4415	chr18	39172422	39172822	*	intron
peak.4416	chr18	39173908	39174308	*	intron
peak.4417	chr18	39224759	39225159	*	intron
peak.4418	chr18	39253254	39253654	*	intron
peak.4419	chr18	39301196	39301596	*	intron
peak.4420	chr18	39401405	39401805	*	intergenic
peak.4421	chr18	39679867	39680267	*	intergenic
peak.4422	chr18	42163350	42163750	*	intergenic
peak.4423	chr18	42262083	42262483	*	promoter-tss
peak.4424	chr18	42375007	42375407	*	intergenic
peak.4425	chr18	42511157	42511557	*	promoter-tss
peak.4426	chr18	42769574	42769974	*	intron
peak.4427	chr18	42841030	42841430	*	intron
peak.4428	chr18	42860926	42861326	*	intron
peak.4429	chr18	42863785	42864185	*	intron
peak.4430	chr18	42876475	42876875	*	intron
peak.4431	chr18	42877595	42877995	*	intron
peak.4432	chr18	42883651	42884051	*	intron
peak.4433	chr18	42912177	42912577	*	intron
peak.4434	chr18	43015286	43015686	*	intron
peak.4435	chr18	43345413	43345813	*	intron
peak.4436	chr18	43362449	43362849	*	intron
peak.4437	chr18	43391385	43391785	*	intron
peak.4438	chr18	43418787	43419187	*	intron
peak.4439	chr18	43434015	43434415	*	intron
peak.4440	chr18	43436699	43437099	*	intron
peak.4441	chr18	44304727	44305127	*	intergenic
peak.4442	chr18	44488517	44488917	*	intron
peak.4443	chr18	44502398	44502798	*	intron
peak.4444	chr18	44518935	44519335	*	intron
peak.4445	chr18	44542536	44542936	*	intron
peak.4446	chr18	44543921	44544321	*	intron
peak.4447	chr18	44556236	44556636	*	intron
peak.4448	chr18	44557969	44558369	*	intron
peak.4449	chr18	44714617	44715017	*	intron
peak.4450	chr18	44812726	44813126	*	promoter-tss
peak.4451	chr18	46208892	46209292	*	intron
peak.4452	chr18	46489391	46489791	*	intergenic
peak.4453	chr18	46522279	46522679	*	intron
peak.4454	chr18	46597790	46598190	*	promoter-tss
peak.4455	chr18	46695920	46696320	*	intergenic
peak.4456	chr18	46964563	46964963	*	intron
peak.4457	chr18	47070723	47071123	*	intron
peak.4458	chr18	47134737	47135137	*	intergenic
peak.4459	chr18	47338703	47339103	*	intron
peak.4460	chr18	47703829	47704229	*	intron
peak.4461	chr18	51828699	51829099	*	intergenic
peak.4462	chr18	52461432	52461832	*	intergenic
peak.4463	chr18	53647735	53648135	*	promoter-tss
peak.4464	chr18	53693179	53693579	*	intron
peak.4465	chr18	53698655	53699055	*	intron
peak.4466	chr18	53742946	53743346	*	intron
peak.4467	chr18	53744894	53745294	*	promoter-tss
peak.4468	chr18	53941212	53941612	*	intron
peak.4469	chr18	53978929	53979329	*	intergenic
peak.4470	chr18	54631188	54631588	*	intron
peak.4471	chr18	54662224	54662624	*	intergenic
peak.4472	chr18	54720298	54720698	*	intergenic
peak.4473	chr18	54920105	54920505	*	intron
peak.4474	chr18	54952896	54953296	*	intron
peak.4475	chr18	54974037	54974437	*	intron
peak.4476	chr18	55041220	55041620	*	intergenic
peak.4477	chr18	55075357	55075757	*	intergenic
peak.4478	chr18	55376198	55376598	*	intergenic
peak.4479	chr18	55549626	55550026	*	intergenic
peak.4480	chr18	55957987	55958387	*	intergenic
peak.4481	chr18	56158719	56159119	*	intergenic
peak.4482	chr18	56251818	56252218	*	intergenic
peak.4483	chr18	56605119	56605519	*	intergenic
peak.4484	chr18	56651925	56652325	*	intergenic
peak.4485	chr18	56658528	56658928	*	intergenic
peak.4486	chr18	56670286	56670686	*	intergenic
peak.4487	chr18	56677395	56677795	*	intergenic
peak.4488	chr18	56711106	56711506	*	intron
peak.4489	chr18	56996191	56996591	*	intergenic
peak.4490	chr18	57409698	57410098	*	intergenic
peak.4491	chr18	57786342	57786742	*	intergenic
peak.4492	chr18	57842204	57842604	*	intergenic
peak.4493	chr18	57928716	57929116	*	intron
